ParticipantID,TrialNumber,Condition,RealismLikert_1to7,VisualHapticCongruence_YesNo,Notes
P30,23,LightVisual_HeavyHaptic,1,YES,
P30,24,MediumVisual_LightHaptic,4,YES,
P30,25,MediumVisual_MediumHaptic,6,YES,
P30,26,HeavyVisual_HeavyHaptic,7,YES,
P30,27,HeavyVisual_HeavyHaptic,5,YES,
P30,28,MediumVisual_HeavyHaptic,2,YES,
P30,29,MediumVisual_LightHaptic,3,NO,
P30,30,MediumVisual_LightHaptic,3,NO,
P30,31,HeavyVisual_LightHaptic,1,NO,
P30,32,LightVisual_MediumHaptic,5,NO,
P30,33,LightVisual_HeavyHaptic,3,NO,
P30,34,HeavyVisual_HeavyHaptic,7,YES,
P30,35,LightVisual_LightHaptic,5,YES,
P30,36,HeavyVisual_MediumHaptic,4,YES,
